topic 0,topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14
0.000214362729856,0.000214362674197,0.181750931375,0.00021436289425,0.000214362665728,0.000214362538603,0.000214362865307,0.121216998473,0.000214362721684,0.674940103357,0.00021436274431,0.0241074599698,0.000214362640439,0.000214362565698,0.000214364343573
0.000286123818699,0.000286123629582,0.290751904479,0.000286123838411,0.000286123608265,0.673353233627,0.0151137204437,0.000286123801989,0.000286123772511,0.0002861237159,0.000286123797623,0.000286123773837,0.000286123773075,0.000286123847398,0.0197053847804
0.000210305532259,0.000210305151307,0.000210305257961,0.000210305243311,0.000210305132013,0.000210305121254,0.000210305236378,0.997055725283,0.000210305288319,0.000210305330684,0.000210305444275,0.000210305466676,0.000210305191656,0.000210305163431,0.000210305262055
0.374221294488,0.0010928979242,0.00109289889882,0.126676838284,0.00109289778957,0.0010928976052,0.00109289848209,0.00109289891175,0.00109289835472,0.00109289958703,0.00109289879621,0.486328110482,0.00109289805219,0.00109289739282,0.0010928981026
0.00116959347474,0.00116959217212,0.00116959275413,0.0011695925888,0.00116959252127,0.0316196189594,0.00116959361647,0.00116959344302,0.00116959290334,0.00116959366257,0.953156429862,0.00116959281397,0.00116959192641,0.0011695922124,0.00116959304767
0.000579711702876,0.000579711141615,0.000579711855364,0.401898438316,0.000579710957194,0.000579711063951,0.000579711714888,0.000579711912136,0.000579711645509,0.00057971184416,0.546900349455,0.0444883884565,0.00057971168312,0.000579711139805,0.000579711306844
0.000259403768757,0.000259403803984,0.0312240773711,0.000259403728525,0.000259403657407,0.000259403819244,0.000259404666896,0.000259403717197,0.000259403690178,0.0723136121168,0.000259403740258,0.000259403721537,0.89336108453,0.000259403801415,0.000259403738864
0.883333251573,0.00833333545416,0.00833333657521,0.00833333708875,0.00833333988556,0.00833333803759,0.00833334049006,0.00833335257067,0.00833334003717,0.0083333438006,0.00833333701045,0.008333335772,0.00833333545284,0.00833333833967,0.00833333824045
0.000430108578432,0.000430108293367,0.000430108193686,0.000430108748548,0.000430107963457,0.000430109135643,0.000430108809118,0.00043010848978,0.000430108429412,0.000430108972108,0.000430108541816,0.000430107949476,0.000430108988385,0.993978478588,0.000430109369301
0.000479617698626,0.47150072396,0.000479617279,0.000479618365233,0.000479617395193,0.000479617272854,0.000479617680332,0.000479617399764,0.000479617969061,0.52217948084,0.000479617224858,0.000479617177738,0.000479617057157,0.000479617200411,0.000479619009068
0.000595239721921,0.000595239039978,0.000595239835709,0.00059523897855,0.0495080141667,0.000595239820056,0.000595239174237,0.0131700535232,0.000595239314324,0.800474073595,0.000595239044875,0.000595238841884,0.129866437248,0.000595238880659,0.000595239200979
0.000237248832684,0.000237248401216,0.000237248467057,0.000237248396145,0.000237248387879,0.121828169249,0.482912023616,0.0919837000515,0.056970804482,0.0125588501565,0.000237248488671,0.000237248441101,0.000237248842035,0.23139546556,0.000237248460544
0.668842770299,0.00070922068858,0.0007092207864,0.000709221312625,0.000709221055587,0.000709220783837,0.321964887314,0.000709221427572,0.000709220781604,0.000709221076651,0.000709220887302,0.000709220989616,0.000709221049068,0.000709221646043,0.000709220923885
0.000623054796732,0.000623054140322,0.000623054212941,0.000623054494889,0.740387738046,0.000623054024129,0.000623054373124,0.000623054781321,0.00062305395286,0.0125348640123,0.000623054617007,0.000623055821393,0.000623054612751,0.00062305416249,0.241370149645
0.507087102,0.000900901811543,0.00090090185604,0.000900903039067,0.000900902635528,0.000900901913375,0.481155229432,0.000900903090001,0.000900902266547,0.000900902081594,0.000900902386726,0.000900902045156,0.000900901730526,0.000900902236471,0.000900902871802
0.00114942733762,0.00114942734497,0.00114942690501,0.427725948653,0.00114942868379,0.00114942681331,0.565692647162,0.00114943008481,0.00114942753025,0.00114942730947,0.00114942758843,0.00114942933594,0.00114942793841,0.00114942714532,0.00114942700711
0.000408998848631,0.000408998840032,0.0759838917826,0.000408999016804,0.000408998500435,0.000408998636592,0.000408999027431,0.43471040523,0.000408998878627,0.137480463114,0.000408998891469,0.000408998682628,0.188629622949,0.159322715293,0.000408998794674
0.0679678080391,0.000172711838258,0.494309764296,0.000172712148332,0.000172711790281,0.000172711848444,0.0553956818529,0.000172712050299,0.229185666347,0.0104715763686,0.0422253366506,0.0984321739894,0.000172711937313,0.000172711857508,0.000172711896539
0.000444445332903,0.000444445217507,0.191609028924,0.000444445452542,0.000444445073145,0.000444447169465,0.000444445167594,0.000444445182121,0.426840950764,0.000444445328695,0.00873031290946,0.000444445267648,0.367978474023,0.000444445006969,0.000444445197875
0.0028985550286,0.0028985549299,0.00289855439175,0.00289856135452,0.259666904299,0.00289855691488,0.00289855776722,0.00289855895873,0.00289855460604,0.00289855703085,0.00289855482005,0.0028985536733,0.00289855526443,0.702702221712,0.00289855559297
0.000775195420964,0.000775194685213,0.000775195475666,0.000775194753322,0.000775195389837,0.000775195205604,0.311959881622,0.0536922171779,0.000775196068439,0.000775195332589,0.000775196133152,0.000775196369147,0.000775195309289,0.625230504022,0.000775196717353
0.721064497402,0.000784314972014,0.000784315711602,0.000784315331444,0.104308729933,0.000784315298996,0.000784315785106,0.000784315927231,0.000784315878222,0.165234706465,0.000784315984174,0.000784315757548,0.000784315278297,0.000784317426464,0.000784317278348
0.000380953438706,0.96679828239,0.000380953288666,0.0283815595147,0.000380953175434,0.000380953194863,0.000380953261651,0.000380953437318,0.000380952936797,0.000380953318658,0.000380953271421,0.000380953179499,0.000380953236031,0.000380953299725,0.000380953468208
0.000505051668118,0.028430881187,0.000505052298888,0.00050505382366,0.000505051610452,0.0165588327762,0.00050505190527,0.000505052319194,0.000505052191909,0.000505051952893,0.176223568653,0.050509684642,0.191790264162,0.000505051476237,0.524147363994
0.00148148356893,0.696593860953,0.0014814834337,0.00148148360076,0.00148148722846,0.00148148431131,0.00148148555829,0.114787541812,0.00148148509987,0.00148148405876,0.00148148510659,0.0737514683749,0.00148148564922,0.00148148572023,0.155298310978
0.000995027354879,0.000995026706983,0.000995026375064,0.000995026917571,0.854860201762,0.000995026531262,0.129399492515,0.000995026816857,0.000995026714561,0.000995027301322,0.000995027713943,0.000995026255087,0.000995026537838,0.000995026741994,0.000995026136617
0.0249208872418,9.19542594722e-05,0.577641033838,9.19541993656e-05,9.19541546609e-05,9.19541612666e-05,9.19543242474e-05,0.36069362102,9.19542934158e-05,0.0206626078334,0.0134558771785,9.19543286032e-05,9.19542998123e-05,9.19543965576e-05,9.19541975988e-05
0.000228310972115,0.000228311312603,0.000228311035964,0.00022831093145,0.000228310968019,0.000228310956325,0.000228311187389,0.828806660697,0.000228310969118,0.000228311189322,0.0747589789655,0.000228311004547,0.000228311176225,0.0951146192048,0.000228311002239
0.00666668193383,0.00666668219216,0.00666667365056,0.00666668939658,0.00666668420815,0.00666667702534,0.459497339096,0.00666667889992,0.00666667386385,0.00666667924617,0.00666668495775,0.451626704738,0.00666667533889,0.00666668287965,0.00666668362136
0.00740741381276,0.772987155365,0.00740741474558,0.00740741046747,0.130735843,0.00740741999077,0.00740741530165,0.00740741036142,0.00740740961169,0.00740741060618,0.0074074102668,0.00740741212632,0.00740741321559,0.00740741428433,0.00740740958424
0.000784314305629,0.000784314214473,0.000784314418338,0.989019599183,0.000784314352711,0.000784314294065,0.000784314281031,0.000784314313435,0.00078431427815,0.000784314203013,0.000784314235725,0.000784314266047,0.00078431417162,0.000784317033342,0.000784314153275
0.0018018046076,0.00180180689783,0.00180180453637,0.00180180381749,0.00180180655023,0.00180180537683,0.00180180459754,0.623473369369,0.00180180598181,0.00180180557186,0.00180180599453,0.00180180383266,0.00180180537052,0.352431511785,0.00180180503717
0.000300300777884,0.000300300839563,0.595670578847,0.0190023718498,0.000300300750334,0.290757610222,0.0912776031356,0.00030030091909,0.000300301007205,0.000300300899368,0.000300300929106,0.000300300812252,0.000300301218765,0.000300301250798,0.000300300747369
0.158636675366,0.000291121283114,0.000291121638599,0.000291121345791,0.00029112118301,0.000291121242439,0.000291121523101,0.59876118718,0.00029112144266,0.000291121381415,0.000291121466223,0.239948719673,0.000291121388685,0.000291121150414,0.000291121343189
0.00666667233174,0.00666669190327,0.00666667137795,0.00666667264591,0.00666667405202,0.906666558857,0.00666668301558,0.0066666756838,0.00666667215391,0.00666667567537,0.00666666888544,0.00666667037145,0.00666667177243,0.00666667167462,0.00666666981964
0.000938969314918,0.000938969664913,0.000938969527035,0.000938969014984,0.000938969732447,0.00093896894357,0.000938969774637,0.000938969889587,0.000938969144725,0.60926548008,0.18393044451,0.196491416225,0.000938969691309,0.000938968746242,0.000938969310549
0.0013605464523,0.0858966202388,0.00136054669109,0.00136054668145,0.00136054826725,0.186202948033,0.00136054774348,0.00136054702768,0.00136054671847,0.711674619969,0.00136054817343,0.00136054854425,0.00136054620981,0.00136054774366,0.00136054650039
0.883333252534,0.00833333545351,0.00833333657153,0.00833333708889,0.00833333988588,0.00833333803874,0.00833334049707,0.00833335104208,0.00833334003461,0.00833334380584,0.00833333700978,0.00833333577214,0.00833333545283,0.00833333833545,0.00833333823872
0.849164067409,0.000673402493024,0.000673401938665,0.000673402337623,0.000673401457735,0.000673401864817,0.000673401936157,0.000673401954787,0.000673401905363,0.00067340181789,0.000673401983242,0.142825358047,0.000673401810314,0.000673401622432,0.000673401612122
0.129626103402,0.000520834283692,0.000520834283058,0.000520834675808,0.000520835097817,0.00052083425837,0.0172159056404,0.176194470666,0.000520834805857,0.591226381946,0.082568191376,0.000520834280488,0.000520834185572,0.00052083473035,0.000520834963125
0.000372440286455,0.000372439939065,0.00037244016368,0.27509781415,0.000372441035441,0.000372440293639,0.0072690292369,0.64852592921,0.00037244005765,0.000372440810128,0.000372440271393,0.00037243999357,0.000372440506964,0.000372440213004,0.0729811287439
0.000399202662,0.000399202247143,0.000399202386908,0.000399202335597,0.000399202578879,0.000399202241853,0.627435643948,0.000399202848524,0.00039920266472,0.000399202282099,0.000399202529185,0.367378318839,0.000399202220212,0.000399202304118,0.000399202273166
0.000252525844366,0.000252525633318,0.000252525690414,0.000252525770322,0.000252525886023,0.000252525711204,0.716142695886,0.000252525947934,0.00025252575546,0.000252525864506,0.000252525958768,0.000252526016269,0.000252525657649,0.000252525622724,0.280498887209
0.921104666413,0.000311527024388,0.0398051180069,0.0394060877985,0.000311526964196,0.000311527118539,0.000311527198817,0.000311527212989,0.000311527002799,0.000311527210353,0.000311527091158,0.000311526965526,0.000311527033373,0.000311527155891,0.000311527019407
0.000207684739588,0.000207684890948,0.000207684799834,0.000207684737459,0.010310579912,0.000207684791019,0.000207684804464,0.987188163172,0.000207684726132,0.000207684798214,0.000207684879468,0.000207684900911,0.000207684871182,0.000207684777727,0.000207684807564
0.125645642552,0.000803214989103,0.000803215274835,0.000803215275495,0.000803214218218,0.000803214144236,0.000803214944599,0.220713685379,0.000803214637431,0.000803214550925,0.000803214791746,0.000803214485182,0.000803215853121,0.643916848615,0.000803215195337
0.503402387754,0.000236407023135,0.0123051042188,0.0281662680118,0.000236407366316,0.000236407174015,0.00023640725693,0.0867063715695,0.0766258242543,0.000236407175705,0.0784028367487,0.212405356206,0.000236406991246,0.000236407015314,0.000236407158471
0.000533335064721,0.000533334385005,0.000533334489866,0.000533334064067,0.000533334729697,0.00053333569498,0.574940774048,0.000533334731783,0.00053333421591,0.000533334241243,0.0274636778281,0.212430683093,0.17937071529,0.000533335716545,0.00053333428831
0.000338410466607,0.000338411062309,0.000338410469277,0.000338410296616,0.000338410048894,0.0082816767096,0.0895462009055,0.179688271464,0.000338410536676,0.068500355377,0.346278357491,0.304822123737,0.000338410250601,0.000338410112041,0.000338410206586
0.00185185721692,0.00185185402608,0.180876125826,0.00185185478942,0.0018518533453,0.00185185368729,0.00185185461409,0.00185185618047,0.00185185524882,0.00185185455934,0.00185185439391,0.795053697767,0.00185185693267,0.00185185377063,0.00185185447684
0.00114942880376,0.00114942797334,0.00114942710509,0.00114942761161,0.00114942806382,0.0011494273047,0.00114942771325,0.250920278857,0.00114942730249,0.00114942714465,0.00114942756181,0.00114942920447,0.734123573508,0.00114942780253,0.00114942691277
0.00130719227747,0.00130719062206,0.150849285748,0.00130719306784,0.00130719084914,0.00130719130403,0.00130719400212,0.00130719529024,0.00130719184285,0.00130719355026,0.00130719296843,0.832146896331,0.00130719058624,0.00130719076496,0.00130719294926
0.0762935184874,0.000303030730195,0.000303030903529,0.000303031012934,0.000303030728433,0.000303030627594,0.0982349423617,0.000303031205237,0.000303031069288,0.00030303104816,0.181412339809,0.640726583036,0.000303030790696,0.000303030824444,0.000303030877477
0.000187794061782,0.000187793800195,0.00018779388087,0.011757286884,0.882562910063,0.000187793743423,0.000187793958671,0.0112669672373,0.000187793932961,0.000187793805535,0.00018779393101,0.000187793965459,0.000187793793446,0.000187793849556,0.079422834926
0.00141844094061,0.00141844149685,0.00141844222593,0.00141844173727,0.001418442265,0.00141844139372,0.00141844143158,0.00141844162128,0.00141844087638,0.00141844436417,0.00141844101128,0.00141844061103,0.980141816588,0.00141844081675,0.00141844211223
0.000865802351727,0.000865801769588,0.000865801787369,0.000865803048243,0.166794975165,0.000865801893082,0.8218991562,0.000865802357018,0.000865801930799,0.000865802076063,0.000865802028264,0.000865801657682,0.000865801558278,0.000865801949625,0.000865802179091
0.000328407991257,0.000328407588514,0.000328407875215,0.00032840793186,0.000328407623399,0.000328407572562,0.000328407804742,0.980095177176,0.000328408076419,0.000328407969592,0.0156403252825,0.000328408041235,0.000328407709028,0.000328407660743,0.000328407984875
0.00833335953841,0.0083333476779,0.00833334877323,0.00833335310078,0.00833334453969,0.00833334520041,0.763162425794,0.00833335662034,0.00833335422986,0.00833334817731,0.00833335876959,0.00833337478952,0.00833334329475,0.00833334467896,0.00833334648837
0.0950967848979,0.000178253679105,0.391003408736,0.000178253636017,0.000178253557994,0.0060993176427,0.238937176211,0.0203512474067,0.0980265008126,0.0893735861771,0.00017825356553,0.0326412726378,0.0179415390362,0.000178253408798,0.0124851700683
0.000200803733012,0.000200803559022,0.0852582308641,0.000200803586715,0.000200803520213,0.000200803511697,0.609805067684,0.0785236363653,0.00438470914886,0.000200803567181,0.000200803725356,0.000200803636885,0.000200803567017,0.213660157585,0.00661927585521
4.6522524825e-05,0.0090750520701,4.65225537194e-05,4.65225215561e-05,4.65225243658e-05,0.00680090471062,4.65225413888e-05,0.00555659635766,0.00806940725204,4.65225540628e-05,4.65225348497e-05,4.65225268847e-05,0.601469626783,4.65225530326e-05,0.368583207971
0.000472814363898,0.0126405760447,0.189710050831,0.000472814198919,0.000472813866694,0.000472813775068,0.000472814541457,0.156524319453,0.377620675122,0.000472814652065,0.0489019904361,0.156494072119,0.000472814570444,0.000472814618263,0.0544111129305
0.00116959377098,0.0393386013897,0.00116959509371,0.00116959373531,0.00116959359516,0.00116959265499,0.00116959314612,0.872408232891,0.00116959331978,0.00116959351574,0.00116959355066,0.00116959391743,0.00116959251838,0.00116959242385,0.00116959348765
0.000537635702735,0.000537635324425,0.000537635748505,0.243584046459,0.000537635308987,0.000537635168272,0.172231748958,0.578181290368,0.000537635714983,0.000537635767297,0.000537636000385,0.000537636044316,0.000537635333924,0.000537635302084,0.000537635427068
0.000497513857703,0.000497514164895,0.00049751394321,0.027613357858,0.000497514364777,0.000497513282951,0.704814808037,0.211640476728,0.000497513971065,0.000497513874245,0.0525901731336,0.000497513776387,0.000497513975975,0.000497513495991,0.000497513577458
0.000387597931269,0.000387597473734,0.000387597630778,0.000387597683141,0.000387597547522,0.000387597405203,0.000387597618711,0.150536047672,0.000387597677613,0.153237789381,0.000387598147203,0.694436552253,0.00038759785458,0.000387598285338,0.000387597816498
0.0111111199429,0.0111111161075,0.844444296722,0.0111111192456,0.0111111152968,0.0111111143785,0.0111111201925,0.0111112318387,0.0111111220328,0.0111111233232,0.0111111181881,0.0111111173181,0.0111111161019,0.0111111164132,0.0111111174452
0.0007168470117,0.000716847078771,0.000716847466864,0.00071684732256,0.000716847412057,0.200495603113,0.000716848104383,0.678526249477,0.112398679359,0.000716849187441,0.000716847363352,0.00071684689758,0.000716847599838,0.000716847681808,0.000716846945236
0.000694446472537,0.000694445901196,0.000694446152368,0.000694446638155,0.0324872900979,0.196896003198,0.266237107822,0.407390653147,0.000694445710643,0.0853182641263,0.000694446240725,0.000694446625581,0.000694446167491,0.000694446062621,0.000694446333105
0.000579711323439,0.000579710933918,0.000579711239153,0.000579711429457,0.000579711699814,0.000579711143693,0.000579711287008,0.991884040821,0.000579711608555,0.000579711404868,0.000579711376024,0.000579711991265,0.000579711386157,0.000579711020195,0.000579711335167
0.00982406543954,0.899166752728,0.0091576436834,0.000349040835372,0.000349041299997,0.000349040930221,0.000349040844955,0.000349041170016,0.000349040707058,0.000349040976348,0.000349040820238,0.00034904074933,0.000349040957837,0.0780216033124,0.000349040844867
0.00074906526931,0.000749065206669,0.15480978016,0.000749065201589,0.000749065130017,0.000749066189892,0.488812203507,0.00516644832047,0.0223701921572,0.000749065253381,0.000749066105729,0.000749065116673,0.000749065081775,0.30290871319,0.000749064821888
4.71810361682e-05,4.71810227416e-05,0.680161358903,4.7181029594e-05,0.00262774306928,4.71810319626e-05,0.0135745086145,0.303222351706,4.71810215441e-05,4.71810423499e-05,4.7181033571e-05,4.71810491252e-05,4.71810385875e-05,4.71810488848e-05,4.71810325748e-05
0.000354610724832,0.000354611327569,0.679390110514,0.000354610658552,0.000354610312676,0.000354610560318,0.000354610691212,0.000354610680059,0.00035461085086,0.315993125739,0.000354611004575,0.000354611123789,0.000354610477717,0.000354610745,0.000354610536621
0.0170600906349,0.000272109630051,0.000272109608578,0.000272109434907,0.00027210919051,0.000272109871311,0.00921278865613,0.205706551395,0.0604312610783,0.000272109618207,0.000272109553658,0.551766005095,0.000272109506966,0.000272109191129,0.15339681317
0.000220022559078,0.000220022638916,0.0680974199769,0.129274124615,0.0189777432119,0.000220022569487,0.000220022648179,0.713566191257,0.000220022564837,0.0371836958157,0.000220022662378,0.0322235734525,0.000220022585007,0.000220022542724,0.000220022653379
0.00740742252639,0.00740743554503,0.00740742102516,0.00740744095911,0.00740745231694,0.723095731718,0.00740742871022,0.00740743468274,0.00740745567477,0.00740741802504,0.00740743218987,0.00740742361562,0.00740743114351,0.180610952421,0.00740744879102
0.504110669001,0.000229885457891,0.000229885552428,0.0530118585682,0.000229885421343,0.000229885515401,0.00022988554428,0.135657734354,0.000229885595333,0.000229885662997,0.0413734840904,0.000229885727636,0.000229885447919,0.264876818933,0.000229885570169
0.0926440744697,0.00023391860954,0.000233918768706,0.000233918769239,0.000233918469316,0.000233918726505,0.000233918683387,0.113577165859,0.000233918613599,0.630947571446,0.000233918532114,0.000233918472224,0.000233918782254,0.160288019503,0.000233918709276
0.000303030871484,0.000303030799579,0.000303030798201,0.173061536101,0.000303030932727,0.000303030761486,0.000303031025984,0.408919280652,0.000303030690236,0.414398390366,0.000303030968801,0.000303030706479,0.000303030837018,0.000303030912987,0.000303031142538
0.000212993106721,0.000212992900128,0.0213981576093,0.000212993065008,0.000212992811026,0.000212993161379,0.0564371240452,0.0823195693079,0.000212993166376,0.0616046460897,0.0235176506517,0.752328890602,0.000212993034382,0.000212992876193,0.000212993098036
0.000995027856418,0.000995027462729,0.000995027667445,0.000995027427515,0.000995027502481,0.000995027148933,0.49700364208,0.00099502764478,0.00099502687147,0.000995027873491,0.000995027274795,0.133173544069,0.000995027439099,0.357665080675,0.000995027645591
0.47044530954,0.000188324396733,0.0905165375607,0.000188324247243,0.000188324228531,0.000188324251479,0.279175914847,0.15210509515,0.000188324390614,0.00965168389585,0.000188324329812,0.000188324309867,0.000188324423475,0.0001883243389,0.000188324797628
0.00029239836977,0.000292398360333,0.000292398376895,0.000292398361234,0.000292398308143,0.103191707993,0.209410438186,0.000292398342733,0.000292398150443,0.000292398200255,0.000292398163827,0.147554311026,0.00029239819886,0.203235158336,0.333483856403
0.183431650071,0.000350877703388,0.000350877709652,0.000350878022023,0.000350877846687,0.000350877576479,0.000350877858562,0.704348982597,0.000350877920749,0.000350877999858,0.00035087811316,0.108059821097,0.00035087767585,0.000350877696738,0.00035087773639
0.000205761599145,0.178079581485,0.000205761689964,0.00020576186793,0.000205761736291,0.000205761659976,0.000205761781405,0.000205761739066,0.000205761604086,0.00020576189057,0.000205761741597,0.000205761550375,0.000205761874464,0.819246812718,0.000205761689136
0.000966185323968,0.0884524310946,0.000966185405382,0.185769211207,0.000966187136259,0.000966185833459,0.674534891076,0.000966186217063,0.000966185343942,0.000966185845451,0.0405890121272,0.000966185213128,0.000966185722687,0.000966185463641,0.000966185567662
0.000560225701999,0.000560225004811,0.000560225464818,0.000560225080382,0.000560224666033,0.00056022501862,0.000560225262929,0.000560225412701,0.000560224959663,0.459495507548,0.00056022514646,0.00056022476562,0.533213215234,0.000560225166152,0.000560225065298
0.337123547266,0.00222222761826,0.00222222701431,0.00222222579164,0.00222222545726,0.00222222593095,0.00222222811525,0.283631488559,0.00222222521058,0.223329966836,0.130807296157,0.00222222713288,0.00222222816131,0.00222222751213,0.00222222658658
0.244769368817,0.000366301121052,0.000366301238171,0.0190757467473,0.0923128277283,0.000366300880907,0.444339452251,0.0544113211812,0.000366300919606,0.000366301610668,0.0434190783784,0.00873307213704,0.000366301110037,0.000366301830633,0.0902221080455
0.000453515619662,0.000453515775525,0.487643504225,0.000453515569793,0.000453515388375,0.00045351568589,0.000453515954945,0.000453515426717,0.000453515462856,0.395202759265,0.000453515601143,0.000453515566095,0.111715612468,0.000453516166063,0.000453515899408
0.000641026956059,0.000641027499388,0.0196254809107,0.000641026800724,0.000641027851869,0.000641027265336,0.332274585447,0.000641027405428,0.542299088067,0.000641027267855,0.0986551311276,0.000641026955618,0.000641026792998,0.000641027509283,0.000641026995944
0.000263505365351,0.0227788875504,0.311714726527,0.302881109164,0.000263505188336,0.000263505547323,0.162682475553,0.02277297815,0.00026350506454,0.000263505286679,0.000263505216713,0.00765726151345,0.0483780739318,0.120226458813,0.000263505865514
0.00053333460663,0.000533334116277,0.000533334607735,0.000533334592268,0.00053333433457,0.000533334799235,0.000533335256258,0.574633661369,0.000533334614808,0.000533334518133,0.025527870712,0.393376106393,0.000533334225481,0.000533334173771,0.000533334065552
